scientificname,trait,hits,status,rank,division,commonname,uid,genus,species,subsp,modificationdate
Anopheles ziemanni,wing_length,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,voltinism,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,oviposition,1,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,overwinter,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,host_pref,7,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,fecundity,0,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Anopheles ziemanni,R0,2,active,species,mosquitos,NA,345580,Anopheles,ziemanni,NA,2018/10/31 00:00
Coquillettidia buxtoni,life_hist,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,autogeny,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,wing_length,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,voltinism,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,oviposition,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,overwinter,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,host_pref,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,fecundity,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia buxtoni,R0,0,active,species,mosquitos,NA,2547966,Coquillettidia,buxtoni,NA,2019/03/21 00:00
Coquillettidia richiardii,life_hist,0,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,autogeny,1,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,wing_length,0,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,voltinism,0,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,oviposition,3,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,overwinter,0,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,host_pref,12,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,fecundity,0,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Coquillettidia richiardii,R0,1,active,species,mosquitos,NA,1245328,Coquillettidia,richiardii,NA,2018/11/23 00:00
Culex antennatus,life_hist,0,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,autogeny,1,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,wing_length,0,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,voltinism,0,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,oviposition,6,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,overwinter,0,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,host_pref,8,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,fecundity,0,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex antennatus,R0,2,active,species,mosquitos,NA,911293,Culex,antennatus,NA,2018/10/29 00:00
Culex deserticola,life_hist,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,autogeny,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,wing_length,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,voltinism,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,oviposition,1,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,overwinter,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,host_pref,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,fecundity,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex deserticola,R0,0,active,species,mosquitos,NA,1795353,Culex,deserticola,NA,2018/10/29 00:00
Culex duttoni,life_hist,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,autogeny,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,wing_length,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,voltinism,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,oviposition,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,overwinter,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,host_pref,2,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,fecundity,0,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex duttoni,R0,1,active,species,mosquitos,NA,1799675,Culex,duttoni,NA,2018/10/29 00:00
Culex europaeus,life_hist,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,autogeny,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,wing_length,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,voltinism,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,oviposition,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,overwinter,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,host_pref,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,fecundity,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex europaeus,R0,0,active,species,mosquitos,NA,1464558,Culex,europaeus,NA,2014/12/21 00:00
Culex hortensis,life_hist,0,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,autogeny,1,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,wing_length,0,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,voltinism,0,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,oviposition,11,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,overwinter,2,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,host_pref,4,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,fecundity,0,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex hortensis,R0,0,active,species,mosquitos,NA,1464559,Culex,hortensis,NA,2014/03/23 00:00
Culex impudicus,life_hist,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,autogeny,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,wing_length,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,voltinism,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,oviposition,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,overwinter,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,host_pref,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,fecundity,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex impudicus,R0,0,active,species,mosquitos,NA,1464560,Culex,impudicus,NA,2014/12/14 00:00
Culex laticinctus,life_hist,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,autogeny,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,wing_length,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,voltinism,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,oviposition,5,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,overwinter,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,host_pref,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,fecundity,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex laticinctus,R0,0,active,species,mosquitos,NA,1464561,Culex,laticinctus,NA,2014/12/21 00:00
Culex martinii,life_hist,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,autogeny,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,wing_length,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,voltinism,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,oviposition,2,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,overwinter,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,host_pref,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,fecundity,1,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex martinii,R0,0,active,species,mosquitos,NA,2306907,Culex,martinii,NA,2018/10/29 00:00
Culex mimeticus,life_hist,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,autogeny,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,wing_length,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,voltinism,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,oviposition,7,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,overwinter,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,host_pref,2,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,fecundity,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex mimeticus,R0,0,active,species,mosquitos,NA,421623,Culex,mimeticus,NA,2016/08/18 00:00
Culex modestus,life_hist,0,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,autogeny,2,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,wing_length,0,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,voltinism,0,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,oviposition,6,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,overwinter,6,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,host_pref,12,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,fecundity,0,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex modestus,R0,0,active,species,mosquitos,NA,545656,Culex,modestus,NA,2008/07/12 00:00
Culex perexiguus,life_hist,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,autogeny,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,wing_length,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,voltinism,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,oviposition,11,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,overwinter,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,host_pref,11,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,fecundity,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex perexiguus,R0,0,active,species,mosquitos,NA,943103,Culex,perexiguus,NA,2014/06/13 00:00
Culex pipiens,life_hist,61,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,autogeny,127,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,wing_length,29,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,voltinism,0,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,oviposition,192,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,overwinter,154,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,host_pref,380,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,fecundity,84,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex pipiens,R0,69,active,species,mosquitos,northern house mosquito,7175,Culex,pipiens,NA,2017/06/14 00:00
Culex poicilipes,life_hist,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,autogeny,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,wing_length,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,voltinism,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,oviposition,2,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,overwinter,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,host_pref,7,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,fecundity,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex poicilipes,R0,0,active,species,mosquitos,NA,450823,Culex,poicilipes,NA,2018/10/29 00:00
Culex pseudovishnui,life_hist,0,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,autogeny,0,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,wing_length,0,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,voltinism,0,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,oviposition,9,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,overwinter,2,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,host_pref,4,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,fecundity,0,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex pseudovishnui,R0,1,active,species,mosquitos,NA,100677,Culex,pseudovishnui,NA,2016/08/18 00:00
Culex quinquefasciatus,life_hist,30,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,autogeny,20,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,wing_length,29,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,voltinism,0,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,oviposition,205,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,overwinter,32,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,host_pref,231,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,fecundity,53,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex quinquefasciatus,R0,40,active,species,mosquitos,southern house mosquito,7176,Culex,quinquefasciatus,NA,2018/11/23 00:00
Culex simpsoni,life_hist,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,autogeny,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,wing_length,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,voltinism,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,oviposition,2,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,overwinter,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,host_pref,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,fecundity,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex simpsoni,R0,0,active,species,mosquitos,NA,1799676,Culex,simpsoni,NA,2018/10/29 00:00
Culex sinaiticus,life_hist,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,autogeny,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,wing_length,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,voltinism,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,oviposition,1,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,overwinter,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,host_pref,1,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,fecundity,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sinaiticus,R0,0,active,species,mosquitos,NA,1799677,Culex,sinaiticus,NA,2018/10/29 00:00
Culex sitiens,life_hist,0,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,autogeny,1,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,wing_length,3,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,voltinism,0,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,oviposition,10,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,overwinter,0,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,host_pref,7,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,fecundity,0,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex sitiens,R0,1,active,species,mosquitos,NA,162998,Culex,sitiens,NA,2005/01/19 00:00
Culex territans,life_hist,2,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,autogeny,1,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,wing_length,0,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,voltinism,0,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,oviposition,8,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,overwinter,6,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,host_pref,16,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,fecundity,0,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex territans,R0,0,active,species,mosquitos,NA,42431,Culex,territans,NA,2005/01/19 00:00
Culex thalassius,life_hist,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,autogeny,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,wing_length,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,voltinism,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,oviposition,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,overwinter,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,host_pref,2,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,fecundity,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex thalassius,R0,0,active,species,mosquitos,NA,1799681,Culex,thalassius,NA,2018/10/29 00:00
Culex theileri,life_hist,0,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,autogeny,0,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,wing_length,1,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,voltinism,0,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,oviposition,9,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,overwinter,1,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,host_pref,13,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,fecundity,1,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex theileri,R0,2,active,species,mosquitos,NA,561267,Culex,theileri,NA,2008/12/30 00:00
Culex torrentium,life_hist,1,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,autogeny,6,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,wing_length,1,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,voltinism,0,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,oviposition,7,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,overwinter,6,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,host_pref,14,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,fecundity,0,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex torrentium,R0,1,active,species,mosquitos,NA,42433,Culex,torrentium,NA,2018/10/29 00:00
Culex tritaeniorhynchus,life_hist,3,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,autogeny,2,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,wing_length,2,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,voltinism,0,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,oviposition,35,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,overwinter,19,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,host_pref,48,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,fecundity,3,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex tritaeniorhynchus,R0,10,active,species,mosquitos,NA,7178,Culex,tritaeniorhynchus,NA,2005/01/19 00:00
Culex univittatus,life_hist,0,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,autogeny,0,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,wing_length,0,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,voltinism,0,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,oviposition,3,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,overwinter,1,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,host_pref,6,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,fecundity,0,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex univittatus,R0,1,active,species,mosquitos,NA,420550,Culex,univittatus,NA,2018/11/23 00:00
Culex vagans,life_hist,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,autogeny,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,wing_length,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,voltinism,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,oviposition,3,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
Culex vagans,overwinter,0,active,species,mosquitos,NA,1144254,Culex,vagans,NA,2012/03/29 00:00
